# Date: 19/07/01 ,Author: E.Hubble
# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
6.696000000000000137e-07,1.335469445977405769e+02,1.521832226275917890e+02,1.193668437938490143e+02,1.338755450887525456e+02,1.277069542726490283e+02,1.115485380543022416e+02,1.360214350467640827e+02,1.238756280110641228e+02,1.087149816568168887e+02,9.796725356295149822e+01,1.586022855809800944e+02,1.419476634904506511e+02,1.315330380688504306e+02,1.339331426494858306e+02,1.047133963189464794e+02,1.237333804425129529e+02,1.253456485725708802e+02,1.575294846026958453e+02,1.373074876493390377e+02,1.067238289950594918e+02,1.147448249450723239e+02,1.275066422796565462e+02,1.240908595072722846e+02,1.480910594110643785e+02,1.003007591657388531e+02,1.110901381194338171e+02,1.002225576028992293e+02,1.333009733253537092e+02,1.736177679506158711e+02,1.573312576941742975e+02
6.697000000000001271e-07,1.364175329348904029e+02,1.477443419577622308e+02,1.218894007326126001e+02,1.304678118400150879e+02,1.313348059275700734e+02,1.132573171007013855e+02,1.285672268325680818e+02,1.177795655569306774e+02,1.165436502269435834e+02,1.002747821301056916e+02,1.602710766200370074e+02,1.411382896876793609e+02,1.230230273618902999e+02,1.340354721079305591e+02,1.041676016324490490e+02,1.369394857953610654e+02,1.117082337299779056e+02,1.573658575575218777e+02,1.311513617275893751e+02,1.089159304383644837e+02,1.127711172893526452e+02,1.321109065744842042e+02,1.225174225139903115e+02,1.505379470504878725e+02,1.050782027331656394e+02,1.121017167129057412e+02,9.780050951117439695e+01,1.258517241476852746e+02,1.729041495136263791e+02,1.530606698230439235e+02
6.698000000000000288e-07,1.200078218873642584e+02,1.519420283030671044e+02,1.258719105409713990e+02,1.405388970756837637e+02,1.427434073059649222e+02,1.163803547293975953e+02,1.253063659617399566e+02,1.303568983413555884e+02,1.170177743472193441e+02,1.015400140939187565e+02,1.556918554761919893e+02,1.429252117867984282e+02,1.221707596455766520e+02,1.391623298387142711e+02,1.105174459324361038e+02,1.350029884292065105e+02,1.139136512024539627e+02,1.590639964385573535e+02,1.429274915526902134e+02,1.037629660108746350e+02,1.187796604971282903e+02,1.168814777089639847e+02,1.227244485365529130e+02,1.417875126334045319e+02,1.048188357164083158e+02,1.077748069787988925e+02,1.110669010202800564e+02,1.330993865246244070e+02,1.783242170400748989e+02,1.563168435166286656e+02
6.699000000000000363e-07,1.230143374957448543e+02,1.493570422486294262e+02,1.275585622334965450e+02,1.419232369448794771e+02,1.275767229281136395e+02,1.167031558032367258e+02,1.287951537711330730e+02,1.166471397710856905e+02,1.091922245629739479e+02,1.024212211195536071e+02,1.563870091291873905e+02,1.374754072675647194e+02,1.219666387675567449e+02,1.406725811404409399e+02,9.415917964738950729e+01,1.440247132404693673e+02,1.271139487705946038e+02,1.593839676381136883e+02,1.306639504458657655e+02,9.658479845610804659e+01,1.187188723652981821e+02,1.127160110267324455e+02,1.287636557398315063e+02,1.416372336853438583e+02,9.744574381166934529e+01,1.146149983213511376e+02,9.772294230256034098e+01,1.387302207227695590e+02,1.732652998807637914e+02,1.500986326178814352e+02
6.700000000000000438e-07,1.271059425913480538e+02,1.396648175141917250e+02,1.338769458370902896e+02,1.332537945332138918e+02,1.281337762825518212e+02,1.159320841706546901e+02,1.265879679641770537e+02,1.212232607719457889e+02,1.097469347741360366e+02,9.701129333483660844e+01,1.578727301924078006e+02,1.344282643700626636e+02,1.221468628221117569e+02,1.352182751033417389e+02,9.304914020364196858e+01,1.396954861296439674e+02,1.213514380283363181e+02,1.600578509254306141e+02,1.322273343046649359e+02,1.030663515216182020e+02,1.279453221758422217e+02,1.338289393302762278e+02,1.229827681377379918e+02,1.477200175393791710e+02,9.978090044697945871e+01,1.100911060599133720e+02,1.108064075813176714e+02,1.357634158827293334e+02,1.741149532355709937e+02,1.521803580702474505e+02
6.701000000000000513e-07,1.250582655551788918e+02,1.419309966155640268e+02,1.249681413263239023e+02,1.451767711843718871e+02,1.357678002480464841e+02,1.301225368347634230e+02,1.378973243422843211e+02,1.238487041426299271e+02,1.135329503206150008e+02,9.908716612138408664e+01,1.586867584341607653e+02,1.361240670925811571e+02,1.276328776698843228e+02,1.364110137847912938e+02,1.080712583261880297e+02,1.284596764496716617e+02,1.220435791070310785e+02,1.634681762366202520e+02,1.362026406890507531e+02,1.080292809590089576e+02,1.124264032604139345e+02,1.261915919936975143e+02,1.292808664203058129e+02,1.425148783692070822e+02,9.373997918239842875e+01,1.036579954153908147e+02,1.188075604364588571e+02,1.357709892370746161e+02,1.753764244999435959e+02,1.494978834334513351e+02
6.702000000000000588e-07,1.185808777786111250e+02,1.512859648836778206e+02,1.362361094729749311e+02,1.481145389955403857e+02,1.221437212287802794e+02,1.120548227722655668e+02,1.334051429670334130e+02,1.191064861631631686e+02,1.081375633246930903e+02,9.452216282782295309e+01,1.615060214752553804e+02,1.318243133455526674e+02,1.178917225568448259e+02,1.387206805235339857e+02,1.026859213759213816e+02,1.333517962019487300e+02,1.296889518611071423e+02,1.513323497209678408e+02,1.279503000983951893e+02,9.386091756341436110e+01,1.118376026149493043e+02,1.304044229645008102e+02,1.228502950014910340e+02,1.399301967272918148e+02,9.477994421917777856e+01,1.048681349352306285e+02,9.641602259692545829e+01,1.253986758283091376e+02,1.740546227376467527e+02,1.567290960472989525e+02
6.702999999999999605e-07,1.374959620937103750e+02,1.589883808199051032e+02,1.258163524181603634e+02,1.519525282104138171e+02,1.313572695388583327e+02,1.217396954185900739e+02,1.306655289103622124e+02,1.217477765421969309e+02,1.034949709920026635e+02,9.057572181288490754e+01,1.690801022458246052e+02,1.333191048648140509e+02,1.324004541691233783e+02,1.289608907549849164e+02,9.767319068992172504e+01,1.319041306722597255e+02,1.295561617304223034e+02,1.588524056307770138e+02,1.374067175683771040e+02,9.717657213491435186e+01,1.120768448066089320e+02,1.140656858727487304e+02,1.205651528547467422e+02,1.438181002579679273e+02,1.059943580278502537e+02,1.119766135821504065e+02,1.150602717495262937e+02,1.262360345893623901e+02,1.754698841822223301e+02,1.641268571528894711e+02
6.703999999999999680e-07,1.324525629610824922e+02,1.576246579563641887e+02,1.240315468407317496e+02,1.399898486798346653e+02,1.261333979843300170e+02,1.180344371831925940e+02,1.220640442959283405e+02,1.242656462532396660e+02,1.179790914161005020e+02,1.003921461214568467e+02,1.570095362094185703e+02,1.368604753374780501e+02,1.226961721039145772e+02,1.237244487945900744e+02,1.022076052991600363e+02,1.241595044901571470e+02,1.291108874698104501e+02,1.670114807266305377e+02,1.346518922650005265e+02,1.063858275515656260e+02,1.161858335469474923e+02,1.205897625007514904e+02,1.296553038137615772e+02,1.363908929000682804e+02,1.102204514762703553e+02,1.122769247011849814e+02,1.151899469459816885e+02,1.335610741890420172e+02,1.737341435166334520e+02,1.592870921992586943e+02
6.705000000000000814e-07,1.313923295038958940e+02,1.545678054322036985e+02,1.183926026785571537e+02,1.308717862886842624e+02,1.402683202960863298e+02,1.097120269366824061e+02,1.225167507776410503e+02,1.179195323357002252e+02,1.116117288977631006e+02,9.900374645106964522e+01,1.524094146513075430e+02,1.318985692923369299e+02,1.073394776153071177e+02,1.376944847650249244e+02,1.019322769695269102e+02,1.273833879083963438e+02,1.241447709270425861e+02,1.614068218208005021e+02,1.279326123959504713e+02,9.842547654328549811e+01,1.196505792710394331e+02,1.299971488725958579e+02,1.089243281548233995e+02,1.431867650973057380e+02,9.858921539856703475e+01,1.058988328392387643e+02,1.075490584052092373e+02,1.347276221136974925e+02,1.717916596413735135e+02,1.611980161680804429e+02
6.706000000000000889e-07,1.301097070954120056e+02,1.456736899319969893e+02,1.262498143334453005e+02,1.288870608152703880e+02,1.290798947641341954e+02,1.145285793816927935e+02,1.300389661956835425e+02,1.181003130177971627e+02,1.142657618048002774e+02,9.424323763116031216e+01,1.653586749576167563e+02,1.403357776617600905e+02,1.240448647972743146e+02,1.241956760958821064e+02,1.078974743122087006e+02,1.370298068487836645e+02,1.189794045395560147e+02,1.685254497800913498e+02,1.462880986402125814e+02,1.000745275235692873e+02,1.076824311792791207e+02,1.172499584444446157e+02,1.305715270348357819e+02,1.501721776643883857e+02,1.074006480509547004e+02,1.109985339546466747e+02,1.186186995131606352e+02,1.339701044799295175e+02,1.782108963593180988e+02,1.534752673107022645e+02
6.707000000000000964e-07,1.331893152165364143e+02,1.455273052919192196e+02,1.122800979805353450e+02,1.401352899727527301e+02,1.334158600904782190e+02,1.187845449860899123e+02,1.441411036688841989e+02,1.162169435106488180e+02,1.059429228697126320e+02,8.287614192259317747e+01,1.715764512663675418e+02,1.440003526182581481e+02,1.271633967867404067e+02,1.349093239274292841e+02,1.023724056727531604e+02,1.334484844931010059e+02,1.322324144351133270e+02,1.602132003710937340e+02,1.292120872598396488e+02,9.589139388440054290e+01,1.212604669369280970e+02,1.226220600310745539e+02,1.169234777987348792e+02,1.419402875847195560e+02,9.956973203695973496e+01,1.162711822570681335e+02,1.150810973060858942e+02,1.276494218543915480e+02,1.682344680898002878e+02,1.546338380310192804e+02
6.707999999999999980e-07,1.139911973928620483e+02,1.589219557871940935e+02,1.157652395654781827e+02,1.333339234566489608e+02,1.232396676296609712e+02,1.258157899679722931e+02,1.293435333472352795e+02,1.199978366892202644e+02,1.096406764364074036e+02,9.471359736715361066e+01,1.592505689269604261e+02,1.337832150479998461e+02,1.095953616575313276e+02,1.410332278448149737e+02,9.945377550008078060e+01,1.359924733447824110e+02,1.265234788364370218e+02,1.629460457842958476e+02,1.374496299194184132e+02,1.072685023718126160e+02,1.115177255281022894e+02,1.274478630203108480e+02,1.156085472307412800e+02,1.489014225622750018e+02,9.672268105058991239e+01,1.052776364759501746e+02,1.199725945877698479e+02,1.274506386281744170e+02,1.695122943429029192e+02,1.480720493946317333e+02
6.709000000000000055e-07,1.255050351703173135e+02,1.496940316865688203e+02,1.234800268263122689e+02,1.515205123845152002e+02,1.392203331649925815e+02,1.272109317301221694e+02,1.345471006311121300e+02,1.262905195658232174e+02,1.058464970327113690e+02,1.011392065628368329e+02,1.614222715223999103e+02,1.464458458679516752e+02,1.206456739247542060e+02,1.440124789567347534e+02,9.965500988820308237e+01,1.361632131749431665e+02,1.257990036955690556e+02,1.552110515836217814e+02,1.296732562795618264e+02,9.919597515280136690e+01,1.187259361761711318e+02,1.263692743312247444e+02,1.326640377428439592e+02,1.449310982202596563e+02,1.046220953555167341e+02,1.144986732614894720e+02,1.165163614268648331e+02,1.205214859256707598e+02,1.730511169511648859e+02,1.521635652079098975e+02
6.710000000000000130e-07,1.224094134258904631e+02,1.500871310955147919e+02,1.155428211973392649e+02,1.359310345387415282e+02,1.341504141630228162e+02,1.203845285671244056e+02,1.389899711624659346e+02,1.204106980295380112e+02,1.072332818384771826e+02,9.633897849877510566e+01,1.615454902690874803e+02,1.399929964702608629e+02,1.260646639704409324e+02,1.414197419823204598e+02,1.036870805250470937e+02,1.292449208392191906e+02,1.114548245381676850e+02,1.472219934096535212e+02,1.278967417966319857e+02,1.152385634990919101e+02,1.199007091465314829e+02,1.200408452131408552e+02,1.124780753496340395e+02,1.465205125544200655e+02,9.657874004001877211e+01,1.057875614399773951e+02,1.168539273003166983e+02,1.261134213544055029e+02,1.630649715727606406e+02,1.502050192810209239e+02
6.711000000000000206e-07,1.276986774102285978e+02,1.553933941304610187e+02,1.365235278646510722e+02,1.218964518605891385e+02,1.249812848233453906e+02,1.255081316508681368e+02,1.297693142419426806e+02,1.122116149411524617e+02,1.097257138801791427e+02,9.845225855206523136e+01,1.597265030274010087e+02,1.309286162365891641e+02,1.251815931955076735e+02,1.505527513978686329e+02,9.796399945760624917e+01,1.404172302187036507e+02,1.216130863230825128e+02,1.669661885694881676e+02,1.351864581029143153e+02,1.042164843938954704e+02,1.205976101733308212e+02,1.252659184788937381e+02,1.155412904535369876e+02,1.530556302008369869e+02,1.113013935707957813e+02,1.198633551431597652e+02,1.122656035896299755e+02,1.216924177035700154e+02,1.837962540947548860e+02,1.582409431646397877e+02
6.712000000000001340e-07,1.222651062827244175e+02,1.499354741842012686e+02,1.187875224780271424e+02,1.436752129012739374e+02,1.361227770611740766e+02,1.272190908451009790e+02,1.292739975608690202e+02,1.319801831058642563e+02,1.115615939624880895e+02,1.097081543769438383e+02,1.696406860848248925e+02,1.329315197523419556e+02,1.278556287720553826e+02,1.368656657076124077e+02,9.677507792124053765e+01,1.167075242275773377e+02,1.168881320856214074e+02,1.568014250995316274e+02,1.323412060189965302e+02,1.085255729609375237e+02,1.279174497767497485e+02,1.303226809969723661e+02,1.217580192804026353e+02,1.488930132798828652e+02,1.094853997635672158e+02,1.138019724732189530e+02,1.114463265844239857e+02,1.337038652917588593e+02,1.726456403390974970e+02,1.592625344568816672e+02
6.713000000000000356e-07,1.403370046053639442e+02,1.524025034056072627e+02,1.217222244194457659e+02,1.440852741454566797e+02,1.295859206852657621e+02,1.264714676271526343e+02,1.363243962175958188e+02,1.143927198912611090e+02,1.133980263206638881e+02,9.640841301688786302e+01,1.474581905167056277e+02,1.454730309264070058e+02,1.196833863191141063e+02,1.478914247862969660e+02,9.382469000751525812e+01,1.387696082793674464e+02,1.215714835155266940e+02,1.544719659340218243e+02,1.355367512312957103e+02,9.371631145537649843e+01,1.132249548398595493e+02,1.223318594586805830e+02,1.193193521901459491e+02,1.427346086650204597e+02,1.094075471863232849e+02,1.014241444011093733e+02,1.118633971568424386e+02,1.287783755127601637e+02,1.747015158318457679e+02,1.429298837085573268e+02
6.714000000000000431e-07,1.280506424842562012e+02,1.409260647442435470e+02,1.268888089010517746e+02,1.435735460599819362e+02,1.307665962948070160e+02,1.199454854679122064e+02,1.341601964373291764e+02,1.233934205219343596e+02,9.743801299024880791e+01,9.948812643383912757e+01,1.598426806885448457e+02,1.342025138448704240e+02,1.160212885073938196e+02,1.338896854349244450e+02,9.445731969021852592e+01,1.310421605459410728e+02,1.141784681162112349e+02,1.723871424925740712e+02,1.289560001161121932e+02,9.341653597158421007e+01,1.160924863127911095e+02,1.334596828322634394e+02,1.175326970094838259e+02,1.388250495031800256e+02,1.067232890042024707e+02,1.123599839035359054e+02,1.168766925462817312e+02,1.330816127752085549e+02,1.726527579291499421e+02,1.508996829906086816e+02
6.715000000000000506e-07,1.277069995142354770e+02,1.619004605745366234e+02,1.355321497778381001e+02,1.369095071985807692e+02,1.226470614577486913e+02,1.172705865684897901e+02,1.350398413476857797e+02,1.202416718861363165e+02,1.041184171353345249e+02,9.162850632314993504e+01,1.526745092858409691e+02,1.554428429816314861e+02,1.275694097850344662e+02,1.442750125420612051e+02,9.344417357133642099e+01,1.304037615659099458e+02,1.174521887413392705e+02,1.555150326395936702e+02,1.386714441498648398e+02,9.875840021227965337e+01,1.238151345350439527e+02,1.366411969618870330e+02,1.229265607533682214e+02,1.527383987568026953e+02,1.083259404247411908e+02,1.143192830712029888e+02,1.129017004770240220e+02,1.293309542563322339e+02,1.762524318361340931e+02,1.450350915254192614e+02
6.716000000000000581e-07,1.273765690684836613e+02,1.468105050622879730e+02,1.276252320180367121e+02,1.474944011250190670e+02,1.278272083187712695e+02,1.229439653746305794e+02,1.355448520265405818e+02,1.175104594727948211e+02,1.059595353499001078e+02,1.088952908544705593e+02,1.525149663881832396e+02,1.390525389651536443e+02,1.124858564241687304e+02,1.346546677565264645e+02,9.617210863233407281e+01,1.235654803668336683e+02,1.215474437602918840e+02,1.723062014946129636e+02,1.354221146179704931e+02,1.037324050964555227e+02,1.205900836810515813e+02,1.184729687007546914e+02,1.327288692400881587e+02,1.475565868724844734e+02,1.121221316321706922e+02,1.071168548148880006e+02,1.054848763511554779e+02,1.374562655120070929e+02,1.677296287821848466e+02,1.520567703424956392e+02
6.717000000000000656e-07,1.320164663917722123e+02,1.490853914511353366e+02,1.145682637876064831e+02,1.402149329206078505e+02,1.197529208199156443e+02,1.255106203227010013e+02,1.322202381772639512e+02,1.206933205309568535e+02,1.190226757534788078e+02,9.817544608532884354e+01,1.627639214007464545e+02,1.318099152448571658e+02,1.176523771842934423e+02,1.344623206865730651e+02,9.835511495438456109e+01,1.309334750752675234e+02,1.251645530949514296e+02,1.796986037561500780e+02,1.340783957967135223e+02,1.036144223340670436e+02,1.136454165187015661e+02,1.320019909085193319e+02,1.273261006899643633e+02,1.530230891299634948e+02,9.585976176688126316e+01,1.236478823416990593e+02,1.043441468899731319e+02,1.217208056451238178e+02,1.790629915137531611e+02,1.463670463769391574e+02
6.717999999999999673e-07,1.200355882442430584e+02,1.647702759401219623e+02,1.298995606414337658e+02,1.334965535208035021e+02,1.242254311367257884e+02,1.309351081514120949e+02,1.233866651006937047e+02,1.297228654252443789e+02,1.066435991252626394e+02,9.640284206942035894e+01,1.649730322060543983e+02,1.347668522132717612e+02,1.173472993090700101e+02,1.414032024219457639e+02,9.272812315641422742e+01,1.275991172935211182e+02,1.190135738501880951e+02,1.585980701437945299e+02,1.336884661702864037e+02,1.045187439702214647e+02,1.131636574418848511e+02,1.236995938495488190e+02,1.203016287274940765e+02,1.500120305029776659e+02,1.119400656634535522e+02,1.214775301277096986e+02,1.063223352091607126e+02,1.342172443872200631e+02,1.786475888711977973e+02,1.520246512607997715e+02
6.718999999999999748e-07,1.384614717062230511e+02,1.574274232691526834e+02,1.344494447136160602e+02,1.454075471547112386e+02,1.316900728882923488e+02,1.189196260566868943e+02,1.420889258516322116e+02,1.120937256219539080e+02,1.238195989558018937e+02,1.036374993453044056e+02,1.488539930510605416e+02,1.373297354364157172e+02,1.165549895171197505e+02,1.413424282623358010e+02,9.214747314176803172e+01,1.303814091970654943e+02,1.080971781854837985e+02,1.632935923746225626e+02,1.347665498786162175e+02,9.299683028569107535e+01,1.193113320757379086e+02,1.347125702259270099e+02,1.129379025949200894e+02,1.550548779111820181e+02,1.077175673991142872e+02,1.132920222367007312e+02,1.067135288358687717e+02,1.338693720926856088e+02,1.829432350606588216e+02,1.456701137439430340e+02
6.720000000000000882e-07,1.389107304341260942e+02,1.664305778551793367e+02,1.204885990396467719e+02,1.384430068111609557e+02,1.285914151393904490e+02,1.147718826893287769e+02,1.241755902044683779e+02,1.077318360881679524e+02,1.160639812442485095e+02,9.492328040252164101e+01,1.587558396078748899e+02,1.454241765581530217e+02,1.263907908005264460e+02,1.308443228308285029e+02,9.312108667788180583e+01,1.365509114364552943e+02,1.233907511962338788e+02,1.642596401881813506e+02,1.322035369044111519e+02,1.047840553871526055e+02,1.181618703498137251e+02,1.179176984614288415e+02,1.113449281019810257e+02,1.413045289400899662e+02,1.084630296624282124e+02,1.098102589095195611e+02,1.204571400412908844e+02,1.342751253141714187e+02,1.711482795855151835e+02,1.465348348922508137e+02
6.721000000000000957e-07,1.328220449263355931e+02,1.584152966089900758e+02,1.242778993970578796e+02,1.432456793897168552e+02,1.316984625635033979e+02,1.210067310849150743e+02,1.349877239940388165e+02,1.213509120377010930e+02,1.229602409293856056e+02,8.831375786660201754e+01,1.652146147203330599e+02,1.367693533998530313e+02,1.200881221884939691e+02,1.346078534633551840e+02,9.892497099264777205e+01,1.413679652371370139e+02,1.113619300636110552e+02,1.559106717710817804e+02,1.319319267437326459e+02,1.030811861272613328e+02,1.035658204776734266e+02,1.187103134190317348e+02,1.181830554728388734e+02,1.464765701706397749e+02,9.651992824603014753e+01,1.031359808370710738e+02,1.088694427564218472e+02,1.277991921979412666e+02,1.667445765282095067e+02,1.588903971826443922e+02
6.722000000000001032e-07,1.372778044841257383e+02,1.518554816079533225e+02,1.333313525441548393e+02,1.289809932417098253e+02,1.303673211547990149e+02,1.288603951051416061e+02,1.378094772794376581e+02,1.180804856991223204e+02,1.062548008708587446e+02,9.379147148352173247e+01,1.539601492332037651e+02,1.385541141397674778e+02,1.357702682017529128e+02,1.401787489199504932e+02,8.938141149885839809e+01,1.397788212025394614e+02,1.162537350636874152e+02,1.645747324953379973e+02,1.346832805182512800e+02,1.014524822225790786e+02,1.164388820157522986e+02,1.280504249649436019e+02,1.222472080737181273e+02,1.442882106352711560e+02,1.117795184349786268e+02,1.112319864810350225e+02,1.013431718748805679e+02,1.362290629487283695e+02,1.740492720832452562e+02,1.562581760948895919e+02
6.723000000000000048e-07,1.297970846649104999e+02,1.573447597939576781e+02,1.252106849062133449e+02,1.308212001493899663e+02,1.303258633753798392e+02,1.207358165947993598e+02,1.411453668115832727e+02,1.333701574511136414e+02,1.135757801544173162e+02,9.619502964653641186e+01,1.585050149497669167e+02,1.337919310987237509e+02,1.176942560778479390e+02,1.286523865549052630e+02,1.035829384262383002e+02,1.417530425034688903e+02,1.338233337267269007e+02,1.658233092632775936e+02,1.342283032557616309e+02,1.010210485842717674e+02,1.161303089476080999e+02,1.284768752305689645e+02,1.171951597227428437e+02,1.500678175863356216e+02,1.020926093573055766e+02,1.228663505671045471e+02,1.184538279010201336e+02,1.230218770866160298e+02,1.849586496810065341e+02,1.479818776108986640e+02
6.724000000000000123e-07,1.222120822706131094e+02,1.562519750659143369e+02,1.163762204647936187e+02,1.386965570371021386e+02,1.517834328729498452e+02,1.197245016295709519e+02,1.364631659601487570e+02,1.029321033684853148e+02,1.072560668235256855e+02,1.043809146879468273e+02,1.553401147536543476e+02,1.506531768452269375e+02,1.206402388296397135e+02,1.342143469016650101e+02,9.925087502951475926e+01,1.273701677410474815e+02,1.373862388219963293e+02,1.666833112889003701e+02,1.368415665195146858e+02,1.017635641948646708e+02,1.251661908444507674e+02,1.155776665759176041e+02,1.237397068047908419e+02,1.507528041047490603e+02,8.791076319864239963e+01,1.099410076548419681e+02,1.060405775769378920e+02,1.209942141733446590e+02,1.838353715229361853e+02,1.559663839001539714e+02
6.725000000000000199e-07,1.226924470358816706e+02,1.599753094603950387e+02,1.301991640337861895e+02,1.388812486971099815e+02,1.283746002301895999e+02,1.205039613005488945e+02,1.279136567994270166e+02,1.228013269721715233e+02,1.093372695939244750e+02,9.281711376086038001e+01,1.568057514973729099e+02,1.492429064796128841e+02,1.258754925561602391e+02,1.346897237188741769e+02,9.632299800614259766e+01,1.247079970377782132e+02,1.115493252927976471e+02,1.745150563194200402e+02,1.423945434378702828e+02,1.097057699021616486e+02,1.264013453848694297e+02,1.319840994166219446e+02,1.204414175876948434e+02,1.465532449096282619e+02,1.155497632066083753e+02,1.122490368477170790e+02,1.027519823842898745e+02,1.183806870268595191e+02,1.744832283139854781e+02,1.679724211108207612e+02
6.726000000000000274e-07,1.250297366645361308e+02,1.545610192038023740e+02,1.235775030581442451e+02,1.439648498526636047e+02,1.399271351396291720e+02,1.216993074123660818e+02,1.297341552490307208e+02,1.260325111715561093e+02,1.114619029995297268e+02,9.851841787772909242e+01,1.500126213474738961e+02,1.436482284112372270e+02,1.246199983352315002e+02,1.363816191440097612e+02,9.463741581653610524e+01,1.276520216673054620e+02,1.267253595762981178e+02,1.540898036692329924e+02,1.265718286032501965e+02,1.006217087965560069e+02,1.218911279281357452e+02,1.087105914234897455e+02,1.222011059011416592e+02,1.486219570106678702e+02,1.059148810221441579e+02,1.191968093373465791e+02,1.064622483180952770e+02,1.297188416332465408e+02,1.726215614624645411e+02,1.644935482666367648e+02
6.727000000000000349e-07,1.278595827612539182e+02,1.579315323395277346e+02,1.410033559552586837e+02,1.342060466637975651e+02,1.372203738636005710e+02,1.123351260843497386e+02,1.461818716728591880e+02,1.190233000241449588e+02,1.084793524857973068e+02,1.012880230743726884e+02,1.501925586910096797e+02,1.399158602412914263e+02,1.209237559990431237e+02,1.462090720773413182e+02,1.004406996242904171e+02,1.306936507727009484e+02,1.075518569935927076e+02,1.624200638097277078e+02,1.300900996990538943e+02,1.037367477942468810e+02,1.186918336894951835e+02,1.261049604360377430e+02,1.150555585288165048e+02,1.453286286736925490e+02,1.050321746033944663e+02,1.146395880144816317e+02,1.116293662829297375e+02,1.250441253747134738e+02,1.706573443269042230e+02,1.690916748487566110e+02
6.728000000000000424e-07,1.289158281551154062e+02,1.502168270337889453e+02,1.248419295260560915e+02,1.383507121934710540e+02,1.419121347272142089e+02,1.152903647134758671e+02,1.404304111901256249e+02,1.255820205166030092e+02,1.041719127649886474e+02,1.034721877928382270e+02,1.576664376463542681e+02,1.307777845449383278e+02,1.316798110498159247e+02,1.446789548601827846e+02,8.773317172773013795e+01,1.289434431978864950e+02,1.162945183725260847e+02,1.590320562011561947e+02,1.250779645235980695e+02,9.402395967717460223e+01,1.176138390524666306e+02,1.233693007505899004e+02,1.161482133760283091e+02,1.529307393239855628e+02,1.018801100077365476e+02,1.092206630771388660e+02,1.103514499241902627e+02,1.322382389236427684e+02,1.705875804939921352e+02,1.617872834571097087e+02
6.729000000000000499e-07,1.337056682404624155e+02,1.613923068699552914e+02,1.280411706128483900e+02,1.337699908145251015e+02,1.325416518660414340e+02,1.198018103980472233e+02,1.464469246918907857e+02,1.353224792399477110e+02,1.062685117274695301e+02,1.063989151861337206e+02,1.522277665270728164e+02,1.335268702485959409e+02,1.396010699727294764e+02,1.340963217336974935e+02,9.278972910279904340e+01,1.319398011745172141e+02,1.210428824253935858e+02,1.609110286924316711e+02,1.333833701275924000e+02,1.009026598710507159e+02,1.156231266732099101e+02,1.267049293420578380e+02,1.176515912970721445e+02,1.459135060258939234e+02,1.043163327106552742e+02,1.240149121951361195e+02,1.100343330259808425e+02,1.335853171607458023e+02,1.741590677486084076e+02,1.583952554333235128e+02
6.730000000000000574e-07,1.323019453643807424e+02,1.553971496292045913e+02,1.205673785504631610e+02,1.335483032004016479e+02,1.379695817078826394e+02,1.166911330101928144e+02,1.364555375541972637e+02,1.330265785199551374e+02,1.114956907316918802e+02,9.420967208280856653e+01,1.483443985689775388e+02,1.398453438961292079e+02,1.098603904965697780e+02,1.470283790925419680e+02,8.323208131093205964e+01,1.323119525525100642e+02,1.105104757432297902e+02,1.599855027237216234e+02,1.221744899238597952e+02,9.861171533936160927e+01,1.177354361291996554e+02,1.239013332215004510e+02,1.272989623101739056e+02,1.515181436568571200e+02,1.066200184951682104e+02,1.211426532932063793e+02,1.215790161917837935e+02,1.432761420940014148e+02,1.781899873221667292e+02,1.491260082505783089e+02
6.731000000000000649e-07,1.183081154798209695e+02,1.524128552425065948e+02,1.165994275272767311e+02,1.338368236504102811e+02,1.318542209417942388e+02,1.350339609631243718e+02,1.340590843923163789e+02,1.168684556324299990e+02,1.156354531666507199e+02,9.091420656690002033e+01,1.550161011208819843e+02,1.380322270076969460e+02,1.212654599857019804e+02,1.406700412821191151e+02,8.493189371899599394e+01,1.416047824183395107e+02,1.228560674658391463e+02,1.572298190427870566e+02,1.374925071749163976e+02,9.212282135444560538e+01,1.223412264339471704e+02,1.248955845319713376e+02,1.205401705358188735e+02,1.636042234290670763e+02,1.066749198723479566e+02,1.222528053388077183e+02,1.190270286426759867e+02,1.403684203987021704e+02,1.777129722987191087e+02,1.534913493489361542e+02
